日期	时间	磁场	温度
2018/6/4	16:23:28	-0.0001760	28.3
2018/6/4	16:23:33	-0.0001750	28.3
2018/6/4	16:23:38	-0.0001730	28.3
2018/6/4	16:23:43	-0.0001750	28.2
2018/6/4	16:23:48	-0.0001740	28.2
2018/6/4	16:23:53	-0.0001730	28.2
2018/6/4	16:23:58	-0.0001720	28.2
2018/6/4	16:24:03	-0.0001740	28.2
2018/6/4	16:24:08	-0.0001700	28.2
2018/6/4	16:24:13	-0.0001730	28.3
2018/6/4	16:24:18	-0.0001770	28.3
2018/6/4	16:24:23	-0.0001720	28.3
2018/6/4	16:24:28	-0.0001740	28.2
2018/6/4	16:24:33	-0.0001780	28.3
2018/6/4	16:24:38	-0.0001760	28.3
2018/6/4	16:24:43	-0.0001740	28.3
2018/6/4	16:24:48	-0.0001740	28.3
2018/6/4	16:24:53	-0.0001750	28.3
2018/6/4	16:24:58	-0.0001770	28.3
2018/6/4	16:25:03	-0.0001720	28.3
2018/6/4	16:25:08	-0.0001720	28.2
2018/6/4	16:25:13	-0.0001740	28.3
2018/6/4	16:25:18	-0.0001780	28.3
2018/6/4	16:25:23	-0.0001770	28.3
2018/6/4	16:25:28	-0.0001750	28.3
2018/6/4	16:25:33	-0.0001750	28.3
2018/6/4	16:25:38	-0.0001790	28.3
2018/6/4	16:25:43	-0.0001750	28.2
2018/6/4	16:25:48	-0.0001770	28.2
2018/6/4	16:25:53	-0.0001770	28.2
2018/6/4	16:25:58	-0.0001740	28.3
2018/6/4	16:26:03	-0.0001770	28.2
2018/6/4	16:26:08	-0.0001780	28.3
2018/6/4	16:26:13	-0.0001800	28.3
2018/6/4	16:26:18	-0.0001790	28.3
2018/6/4	16:26:23	-0.0001770	28.2
2018/6/4	16:26:28	-0.0001770	28.2
2018/6/4	16:26:33	-0.0001760	28.2
2018/6/4	16:26:38	-0.0001790	28.2
2018/6/4	16:26:43	-0.0001780	28.2
2018/6/4	16:26:48	-0.0001780	28.2
2018/6/4	16:26:53	-0.0001770	28.2
2018/6/4	16:26:58	-0.0001750	28.2
2018/6/4	16:27:03	-0.0001760	28.2
2018/6/4	16:27:08	-0.0001770	28.2
2018/6/4	16:27:13	-0.0001780	28.3
2018/6/4	16:27:18	-0.0001790	28.3
2018/6/4	16:27:23	-0.0001750	28.2
2018/6/4	16:27:28	-0.0001750	28.2
2018/6/4	16:27:33	-0.0001720	28.2
2018/6/4	16:27:38	-0.0001760	28.2
2018/6/4	16:27:43	-0.0001760	28.2
2018/6/4	16:27:48	-0.0001770	28.2
2018/6/4	16:27:53	-0.0001770	28.2
2018/6/4	16:27:58	-0.0001730	28.2
2018/6/4	16:28:03	-0.0001750	28.3
2018/6/4	16:28:08	-0.0001740	28.2
2018/6/4	16:28:13	-0.0001710	28.2
2018/6/4	16:28:18	-0.0001710	28.2
2018/6/4	16:28:23	-0.0001740	28.2
2018/6/4	16:28:28	-0.0001710	28.2
2018/6/4	16:28:33	-0.0001720	28.2
2018/6/4	16:28:38	-0.0001700	28.2
2018/6/4	16:28:43	-0.0001740	28.2
2018/6/4	16:28:48	-0.0001740	28.2
2018/6/4	16:28:53	-0.0001740	28.2
2018/6/4	16:28:58	-0.0001780	28.2
2018/6/4	16:29:03	-0.0001760	28.2
2018/6/4	16:29:08	-0.0001760	28.2
2018/6/4	16:29:13	-0.0001750	28.2
2018/6/4	16:29:18	-0.0001730	28.2
2018/6/4	16:29:23	-0.0001690	28.2
2018/6/4	16:29:28	-0.0001700	28.2
2018/6/4	16:29:33	-0.0001710	28.2
2018/6/4	16:29:38	-0.0001740	28.2
2018/6/4	16:29:43	-0.0001730	28.2
2018/6/4	16:29:48	-0.0001750	28.2
2018/6/4	16:29:53	-0.0001750	28.2
2018/6/4	16:29:58	-0.0001760	28.2
2018/6/4	16:30:03	-0.0001750	28.3
2018/6/4	16:30:08	-0.0001770	28.3
2018/6/4	16:30:13	-0.0001780	28.3
2018/6/4	16:30:18	-0.0001780	28.3
2018/6/4	16:30:23	-0.0001760	28.2
2018/6/4	16:30:28	-0.0001720	28.2
2018/6/4	16:30:33	-0.0001720	28.3
2018/6/4	16:30:38	-0.0001770	28.2
2018/6/4	16:30:43	-0.0001740	28.2
2018/6/4	16:30:48	-0.0001710	28.3
2018/6/4	16:30:53	-0.0001750	28.3
2018/6/4	16:30:58	-0.0001760	28.3
2018/6/4	16:31:03	-0.0001760	28.3
2018/6/4	16:31:08	-0.0001770	28.2
2018/6/4	16:31:13	-0.0001780	28.2
2018/6/4	16:31:18	-0.0001770	28.2
2018/6/4	16:31:23	-0.0001760	28.2
2018/6/4	16:31:28	-0.0001770	28.3
2018/6/4	16:31:33	-0.0001770	28.3
2018/6/4	16:31:38	-0.0001770	28.3
2018/6/4	16:31:43	-0.0001780	28.2
2018/6/4	16:31:48	-0.0001780	28.2
2018/6/4	16:31:53	-0.0001760	28.2
2018/6/4	16:31:58	-0.0001760	28.2
2018/6/4	16:32:03	-0.0001750	28.3
2018/6/4	16:32:08	-0.0001740	28.3
2018/6/4	16:32:13	-0.0001730	28.3
2018/6/4	16:32:18	-0.0001740	28.2
2018/6/4	16:32:23	-0.0001760	28.3
2018/6/4	16:32:28	-0.0001740	28.2
2018/6/4	16:32:33	-0.0001770	28.2
2018/6/4	16:32:38	-0.0001730	28.2
2018/6/4	16:32:43	-0.0001750	28.2
2018/6/4	16:32:48	-0.0001760	28.3
2018/6/4	16:32:53	-0.0001710	28.3
2018/6/4	16:32:58	-0.0001730	28.3
2018/6/4	16:33:03	-0.0001730	28.3
2018/6/4	16:33:08	-0.0001700	28.2
2018/6/4	16:33:13	-0.0001720	28.2
2018/6/4	16:33:18	-0.0001730	28.2
2018/6/4	16:33:23	-0.0001760	28.2
2018/6/4	16:33:28	-0.0001740	28.3
2018/6/4	16:33:33	-0.0001770	28.3
2018/6/4	16:33:38	-0.0001720	28.3
2018/6/4	16:33:43	-0.0001720	28.3
2018/6/4	16:33:48	-0.0001730	28.3
2018/6/4	16:33:53	-0.0001690	28.3
2018/6/4	16:33:58	-0.0001720	28.3
2018/6/4	16:34:03	-0.0001730	28.3
2018/6/4	16:34:08	-0.0001730	28.2
2018/6/4	16:34:13	-0.0001750	28.2
2018/6/4	16:34:18	-0.0001740	28.2
2018/6/4	16:34:23	-0.0001750	28.3
2018/6/4	16:34:28	-0.0001740	28.3
2018/6/4	16:34:33	-0.0001710	28.3
2018/6/4	16:34:38	-0.0001710	28.3
2018/6/4	16:34:43	-0.0001700	28.3
2018/6/4	16:34:48	-0.0001710	28.3
2018/6/4	16:34:53	-0.0001700	28.3
2018/6/4	16:34:58	-0.0001760	28.3
2018/6/4	16:35:03	-0.0001750	28.3
2018/6/4	16:35:08	-0.0001770	28.3
2018/6/4	16:35:13	-0.0001770	28.2
2018/6/4	16:35:18	-0.0001750	28.2
2018/6/4	16:35:23	-0.0001750	28.2
2018/6/4	16:35:28	-0.0001710	28.3
2018/6/4	16:35:33	-0.0001710	28.3
2018/6/4	16:35:38	-0.0001730	28.3
2018/6/4	16:35:43	-0.0001720	28.2
2018/6/4	16:35:48	-0.0001720	28.2
2018/6/4	16:35:53	-0.0001720	28.2
2018/6/4	16:35:58	-0.0001720	28.2
2018/6/4	16:36:03	-0.0001720	28.2
2018/6/4	16:36:08	-0.0001740	28.2
2018/6/4	16:36:13	-0.0001740	28.2
2018/6/4	16:36:18	-0.0001710	28.2
2018/6/4	16:36:23	-0.0001720	28.2
2018/6/4	16:36:28	-0.0001760	28.2
2018/6/4	16:36:33	-0.0001720	28.2
2018/6/4	16:36:38	-0.0001770	28.3
2018/6/4	16:36:43	-0.0001740	28.3
2018/6/4	16:36:48	-0.0001720	28.3
2018/6/4	16:36:53	-0.0001730	28.2
2018/6/4	16:36:58	-0.0001720	28.2
2018/6/4	16:37:03	-0.0001740	28.2
2018/6/4	16:37:08	-0.0001740	28.2
2018/6/4	16:37:13	-0.0001760	28.2
2018/6/4	16:37:18	-0.0001740	28.2
2018/6/4	16:37:23	-0.0001750	28.2
2018/6/4	16:37:28	-0.0001750	28.3
2018/6/4	16:37:33	-0.0001730	28.3
2018/6/4	16:37:38	-0.0001750	28.3
2018/6/4	16:37:43	-0.0001770	28.3
2018/6/4	16:37:48	-0.0001770	28.3
2018/6/4	16:37:53	-0.0001760	28.2
2018/6/4	16:37:58	-0.0001750	28.2
2018/6/4	16:38:03	-0.0001730	28.2
2018/6/4	16:38:08	-0.0001740	28.2
2018/6/4	16:38:13	-0.0001730	28.3
2018/6/4	16:38:18	-0.0001740	28.3
2018/6/4	16:38:23	-0.0001760	28.3
2018/6/4	16:38:28	-0.0001750	28.2
2018/6/4	16:38:33	-0.0001730	28.2
2018/6/4	16:38:38	-0.0001760	28.2
2018/6/4	16:38:43	-0.0001760	28.2
2018/6/4	16:38:48	-0.0001740	28.3
2018/6/4	16:38:53	-0.0001760	28.3
2018/6/4	16:38:58	-0.0001740	28.3
2018/6/4	16:39:03	-0.0001750	28.3
2018/6/4	16:39:08	-0.0001770	28.2
2018/6/4	16:39:13	-0.0001730	28.2
2018/6/4	16:39:18	-0.0001740	28.3
2018/6/4	16:39:23	-0.0001730	28.3
2018/6/4	16:39:28	-0.0001750	28.3
2018/6/4	16:39:33	-0.0001760	28.3
2018/6/4	16:39:38	-0.0001750	28.2
2018/6/4	16:39:43	-0.0001730	28.3
2018/6/4	16:39:48	-0.0001760	28.3
2018/6/4	16:39:53	-0.0001740	28.2
2018/6/4	16:39:58	-0.0001740	28.2
2018/6/4	16:40:03	-0.0001730	28.2
2018/6/4	16:40:08	-0.0001740	28.3
2018/6/4	16:40:13	-0.0001740	28.2
2018/6/4	16:40:18	-0.0001710	28.2
2018/6/4	16:40:23	-0.0001720	28.2
2018/6/4	16:40:28	-0.0001750	28.2
2018/6/4	16:40:33	-0.0001730	28.2
2018/6/4	16:40:38	-0.0001750	28.2
2018/6/4	16:40:43	-0.0001730	28.2
2018/6/4	16:40:48	-0.0001740	28.2
2018/6/4	16:40:53	-0.0001730	28.2
2018/6/4	16:40:58	-0.0001750	28.3
2018/6/4	16:41:03	-0.0001740	28.2
2018/6/4	16:41:08	-0.0001740	28.2
2018/6/4	16:41:13	-0.0001730	28.2
2018/6/4	16:41:18	-0.0001730	28.3
2018/6/4	16:41:23	-0.0001750	28.2
2018/6/4	16:41:28	-0.0001740	28.2
2018/6/4	16:41:33	-0.0001770	28.2
2018/6/4	16:41:38	-0.0001760	28.2
2018/6/4	16:41:43	-0.0001740	28.2
2018/6/4	16:41:48	-0.0001730	28.2
2018/6/4	16:41:53	-0.0001740	28.2
2018/6/4	16:41:58	-0.0001760	28.2
2018/6/4	16:42:03	-0.0001760	28.2
2018/6/4	16:42:08	-0.0001800	28.2
2018/6/4	16:42:13	-0.0001770	28.2
2018/6/4	16:42:18	-0.0001760	28.2
2018/6/4	16:42:23	-0.0001770	28.2
2018/6/4	16:42:28	-0.0001750	28.2
2018/6/4	16:42:33	-0.0001740	28.2
2018/6/4	16:42:38	-0.0001770	28.2
2018/6/4	16:42:43	-0.0001760	28.2
2018/6/4	16:42:48	-0.0001760	28.2
2018/6/4	16:42:53	-0.0001790	28.2
2018/6/4	16:42:58	-0.0001770	28.2
2018/6/4	16:43:03	-0.0001750	28.2
2018/6/4	16:43:08	-0.0001750	28.2
2018/6/4	16:43:13	-0.0001740	28.1
2018/6/4	16:43:18	-0.0001780	28.2
2018/6/4	16:43:23	-0.0001750	28.2
2018/6/4	16:43:28	-0.0001720	28.2
2018/6/4	16:43:33	-0.0001740	28.2
2018/6/4	16:43:38	-0.0001750	28.3
2018/6/4	16:43:43	-0.0001740	28.2
2018/6/4	16:43:48	-0.0001760	28.2
2018/6/4	16:43:53	-0.0001750	28.2
2018/6/4	16:43:58	-0.0001760	28.2
2018/6/4	16:44:03	-0.0001750	28.2
2018/6/4	16:44:08	-0.0001730	28.2
2018/6/4	16:44:13	-0.0001720	28.2
2018/6/4	16:44:18	-0.0001710	28.2
2018/6/4	16:44:23	-0.0001720	28.2
2018/6/4	16:44:28	-0.0001730	28.2
2018/6/4	16:44:33	-0.0001730	28.2
2018/6/4	16:44:38	-0.0001720	28.2
2018/6/4	16:44:43	-0.0001720	28.2
2018/6/4	16:44:48	-0.0001710	28.2
2018/6/4	16:44:53	-0.0001760	28.2
2018/6/4	16:44:58	-0.0001760	28.2
2018/6/4	16:45:03	-0.0001760	28.2
2018/6/4	16:45:08	-0.0001730	28.2
2018/6/4	16:45:13	-0.0001750	28.2
2018/6/4	16:45:18	-0.0001750	28.2
2018/6/4	16:45:23	-0.0001760	28.2
2018/6/4	16:45:28	-0.0001760	28.2
2018/6/4	16:45:33	-0.0001770	28.2
2018/6/4	16:45:38	-0.0001760	28.2
2018/6/4	16:45:43	-0.0001780	28.2
2018/6/4	16:45:48	-0.0001750	28.2
2018/6/4	16:45:53	-0.0001750	28.2
2018/6/4	16:45:58	-0.0001760	28.2
2018/6/4	16:46:03	-0.0001750	28.2
2018/6/4	16:46:08	-0.0001730	28.1
2018/6/4	16:46:13	-0.0001740	28.1
2018/6/4	16:46:18	-0.0001720	28.1
2018/6/4	16:46:23	-0.0001730	28.2
2018/6/4	16:46:28	-0.0001730	28.2
2018/6/4	16:46:33	-0.0001730	28.2
2018/6/4	16:46:38	-0.0001740	28.2
2018/6/4	16:46:43	-0.0001720	28.2
2018/6/4	16:46:48	-0.0001690	28.2
2018/6/4	16:46:53	-0.0001730	28.2
2018/6/4	16:46:58	-0.0001760	28.2
2018/6/4	16:47:03	-0.0001730	28.1
2018/6/4	16:47:08	-0.0001780	28.1
2018/6/4	16:47:13	-0.0001790	28.2
2018/6/4	16:47:18	-0.0001770	28.2
2018/6/4	16:47:23	-0.0001770	28.2
2018/6/4	16:47:28	-0.0001750	28.2
2018/6/4	16:47:33	-0.0001730	28.2
2018/6/4	16:47:38	-0.0001730	28.2
2018/6/4	16:47:43	-0.0001750	28.2
2018/6/4	16:47:48	-0.0001740	28.1
2018/6/4	16:47:53	-0.0001730	28.2
2018/6/4	16:47:58	-0.0001750	28.2
2018/6/4	16:48:03	-0.0001730	28.2
2018/6/4	16:48:08	-0.0001740	28.2
2018/6/4	16:48:13	-0.0001760	28.2
2018/6/4	16:48:18	-0.0001730	28.2
2018/6/4	16:48:23	-0.0001720	28.2
2018/6/4	16:48:28	-0.0001740	28.2
2018/6/4	16:48:33	-0.0001740	28.2
2018/6/4	16:48:38	-0.0001720	28.2
2018/6/4	16:48:43	-0.0001750	28.2
2018/6/4	16:48:48	-0.0001770	28.2
2018/6/4	16:48:53	-0.0001750	28.2
2018/6/4	16:48:58	-0.0001740	28.2
2018/6/4	16:49:03	-0.0001750	28.2
2018/6/4	16:49:08	-0.0001770	28.2
2018/6/4	16:49:13	-0.0001780	28.2
2018/6/4	16:49:18	-0.0001770	28.2
2018/6/4	16:49:23	-0.0001720	28.2
2018/6/4	16:49:28	-0.0001720	28.2
2018/6/4	16:49:33	-0.0001720	28.2
2018/6/4	16:49:38	-0.0001730	28.2
2018/6/4	16:49:43	-0.0001710	28.2
2018/6/4	16:49:48	-0.0001730	28.2
2018/6/4	16:49:53	-0.0001780	28.2
2018/6/4	16:49:58	-0.0001760	28.2
2018/6/4	16:50:03	-0.0001770	28.2
2018/6/4	16:50:08	-0.0001750	28.2
2018/6/4	16:50:13	-0.0001720	28.2
2018/6/4	16:50:18	-0.0001750	28.2
2018/6/4	16:50:23	-0.0001760	28.2
2018/6/4	16:50:28	-0.0001760	28.2
2018/6/4	16:50:33	-0.0001790	28.2
2018/6/4	16:50:38	-0.0001760	28.2
2018/6/4	16:50:43	-0.0001740	28.2
2018/6/4	16:50:48	-0.0001750	28.2
2018/6/4	16:50:53	-0.0001720	28.2
2018/6/4	16:50:58	-0.0001710	28.2
2018/6/4	16:51:03	-0.0001740	28.3
2018/6/4	16:51:08	-0.0001750	28.2
2018/6/4	16:51:13	-0.0001730	28.2
2018/6/4	16:51:18	-0.0001710	28.2
2018/6/4	16:51:23	-0.0001740	28.2
2018/6/4	16:51:28	-0.0001740	28.2
2018/6/4	16:51:33	-0.0001720	28.2
2018/6/4	16:51:38	-0.0001730	28.2
2018/6/4	16:51:43	-0.0001710	28.2
2018/6/4	16:51:48	-0.0001710	28.2
2018/6/4	16:51:53	-0.0001710	28.2
2018/6/4	16:51:58	-0.0001700	28.2
2018/6/4	16:52:03	-0.0001710	28.2
2018/6/4	16:52:08	-0.0001720	28.2
2018/6/4	16:52:13	-0.0001750	28.2
2018/6/4	16:52:18	-0.0001720	28.2
2018/6/4	16:52:23	-0.0001740	28.2
2018/6/4	16:52:28	-0.0001750	28.3
2018/6/4	16:52:33	-0.0001740	28.2
2018/6/4	16:52:38	-0.0001730	28.2
2018/6/4	16:52:43	-0.0001740	28.2
2018/6/4	16:52:48	-0.0001720	28.2
2018/6/4	16:52:53	-0.0001710	28.2
2018/6/4	16:52:58	-0.0001740	28.2
2018/6/4	16:53:03	-0.0001740	28.2
2018/6/4	16:53:08	-0.0001720	28.2
2018/6/4	16:53:13	-0.0001720	28.2
2018/6/4	16:53:18	-0.0001730	28.2
2018/6/4	16:53:23	-0.0001750	28.2
2018/6/4	16:53:28	-0.0001730	28.2
2018/6/4	16:53:33	-0.0001730	28.2
2018/6/4	16:53:38	-0.0001750	28.2
2018/6/4	16:53:43	-0.0001710	28.2
2018/6/4	16:53:48	-0.0001750	28.2
2018/6/4	16:53:53	-0.0001760	28.2
2018/6/4	16:53:58	-0.0001740	28.2
2018/6/4	16:54:03	-0.0001740	28.2
2018/6/4	16:54:08	-0.0001750	28.2
2018/6/4	16:54:13	-0.0001740	28.2
2018/6/4	16:54:18	-0.0001730	28.2
2018/6/4	16:54:23	-0.0001730	28.2
2018/6/4	16:54:28	-0.0001760	28.2
2018/6/4	16:54:33	-0.0001760	28.2
2018/6/4	16:54:38	-0.0001740	28.2
2018/6/4	16:54:43	-0.0001730	28.2
2018/6/4	16:54:48	-0.0001730	28.2
2018/6/4	16:54:53	-0.0001710	28.2
2018/6/4	16:54:58	-0.0001740	28.3
2018/6/4	16:55:03	-0.0001730	28.2
2018/6/4	16:55:08	-0.0001700	28.2
2018/6/4	16:55:13	-0.0001720	28.2
2018/6/4	16:55:18	-0.0001770	28.3
2018/6/4	16:55:23	-0.0001770	28.2
2018/6/4	16:55:28	-0.0001760	28.2
2018/6/4	16:55:33	-0.0001760	28.2
2018/6/4	16:55:38	-0.0001720	28.2
2018/6/4	16:55:43	-0.0001740	28.2
2018/6/4	16:55:48	-0.0001720	28.2
2018/6/4	16:55:53	-0.0001770	28.2
2018/6/4	16:55:58	-0.0001780	28.2
2018/6/4	16:56:03	-0.0001820	28.2
2018/6/4	16:56:08	-0.0001810	28.3
2018/6/4	16:56:13	-0.0001780	28.3
2018/6/4	16:56:18	-0.0001770	28.3
2018/6/4	16:56:23	-0.0001770	28.3
2018/6/4	16:56:28	-0.0001760	28.2
2018/6/4	16:56:33	-0.0001780	28.2
2018/6/4	16:56:38	-0.0001790	28.2
2018/6/4	16:56:43	-0.0001750	28.2
2018/6/4	16:56:48	-0.0001760	28.3
2018/6/4	16:56:53	-0.0001790	28.3
2018/6/4	16:56:58	-0.0001760	28.3
2018/6/4	16:57:03	-0.0001740	28.2
2018/6/4	16:57:08	-0.0001760	28.2
2018/6/4	16:57:13	-0.0001740	28.2
2018/6/4	16:57:18	-0.0001740	28.2
2018/6/4	16:57:23	-0.0001730	28.2
2018/6/4	16:57:28	-0.0001750	28.2
2018/6/4	16:57:33	-0.0001750	28.3
2018/6/4	16:57:38	-0.0001750	28.3
2018/6/4	16:57:43	-0.0001780	28.3
2018/6/4	16:57:48	-0.0001760	28.3
2018/6/4	16:57:53	-0.0001740	28.3
2018/6/4	16:57:58	-0.0001750	28.3
2018/6/4	16:58:03	-0.0001740	28.2
2018/6/4	16:58:08	-0.0001750	28.2
2018/6/4	16:58:13	-0.0001760	28.2
2018/6/4	16:58:18	-0.0001770	28.2
2018/6/4	16:58:23	-0.0001750	28.2
2018/6/4	16:58:28	-0.0001780	28.2
2018/6/4	16:58:33	-0.0001810	28.2
2018/6/4	16:58:38	-0.0001780	28.2
2018/6/4	16:58:43	-0.0001800	28.2
2018/6/4	16:58:48	-0.0001810	28.2
2018/6/4	16:58:53	-0.0001780	28.3
2018/6/4	16:58:58	-0.0001780	28.2
2018/6/4	16:59:03	-0.0001790	28.2
2018/6/4	16:59:08	-0.0001750	28.3
2018/6/4	16:59:13	-0.0001760	28.3
2018/6/4	16:59:18	-0.0001760	28.2
2018/6/4	16:59:23	-0.0001740	28.2
2018/6/4	16:59:28	-0.0001770	28.2
2018/6/4	16:59:33	-0.0001770	28.2
2018/6/4	16:59:38	-0.0001780	28.2
2018/6/4	16:59:43	-0.0001760	28.2
2018/6/4	16:59:48	-0.0001790	28.2
2018/6/4	16:59:53	-0.0001770	28.2
2018/6/4	16:59:58	-0.0001730	28.2
2018/6/4	17:00:03	-0.0001760	28.2
2018/6/4	17:00:08	-0.0001800	28.2
2018/6/4	17:00:13	-0.0001770	28.2
2018/6/4	17:00:18	-0.0001800	28.3
2018/6/4	17:00:23	-0.0001800	28.3
2018/6/4	17:00:28	-0.0001810	28.3
2018/6/4	17:00:33	-0.0001800	28.3
2018/6/4	17:00:38	-0.0001790	28.3
2018/6/4	17:00:43	-0.0001800	28.3
2018/6/4	17:00:48	-0.0001770	28.3
2018/6/4	17:00:53	-0.0001760	28.3
2018/6/4	17:00:58	-0.0001740	28.2
2018/6/4	17:01:03	-0.0001770	28.2
2018/6/4	17:01:08	-0.0001770	28.2
2018/6/4	17:01:13	-0.0001750	28.3
2018/6/4	17:01:18	-0.0001750	28.3
2018/6/4	17:01:23	-0.0001800	28.3
2018/6/4	17:01:28	-0.0001800	28.3
2018/6/4	17:01:33	-0.0001800	28.3
2018/6/4	17:01:38	-0.0001760	28.3
2018/6/4	17:01:43	-0.0001760	28.3
2018/6/4	17:01:48	-0.0001790	28.3
2018/6/4	17:01:53	-0.0001790	28.3
2018/6/4	17:01:58	-0.0001800	28.3
2018/6/4	17:02:03	-0.0001770	28.3
2018/6/4	17:02:08	-0.0001750	28.3
2018/6/4	17:02:13	-0.0001730	28.3
2018/6/4	17:02:18	-0.0001770	28.3
2018/6/4	17:02:23	-0.0001780	28.3
2018/6/4	17:02:28	-0.0001760	28.3
2018/6/4	17:02:33	-0.0001750	28.2
2018/6/4	17:02:38	-0.0001780	28.2
2018/6/4	17:02:43	-0.0001790	28.2
2018/6/4	17:02:48	-0.0001790	28.2
2018/6/4	17:02:53	-0.0001790	28.2
2018/6/4	17:02:58	-0.0001780	28.3
2018/6/4	17:03:03	-0.0001770	28.3
2018/6/4	17:03:08	-0.0001770	28.3
2018/6/4	17:03:13	-0.0001730	28.3
2018/6/4	17:03:18	-0.0001740	28.2
2018/6/4	17:03:23	-0.0001800	28.3
2018/6/4	17:03:28	-0.0001770	28.3
2018/6/4	17:03:33	-0.0001770	28.3
2018/6/4	17:03:38	-0.0001750	28.2
2018/6/4	17:03:43	-0.0001730	28.2
2018/6/4	17:03:48	-0.0001730	28.3
2018/6/4	17:03:53	-0.0001750	28.3
2018/6/4	17:03:58	-0.0001750	28.3
2018/6/4	17:04:03	-0.0001750	28.2
2018/6/4	17:04:08	-0.0001770	28.3
2018/6/4	17:04:13	-0.0001760	28.3
2018/6/4	17:04:18	-0.0001780	28.3
2018/6/4	17:04:23	-0.0001790	28.3
2018/6/4	17:04:28	-0.0001750	28.3
2018/6/4	17:04:33	-0.0001770	28.3
2018/6/4	17:04:38	-0.0001720	28.3
2018/6/4	17:04:43	-0.0001760	28.3
2018/6/4	17:04:48	-0.0001750	28.3
2018/6/4	17:04:53	-0.0001760	28.3
2018/6/4	17:04:58	-0.0001780	28.3
2018/6/4	17:05:03	-0.0001770	28.3
2018/6/4	17:05:08	-0.0001740	28.3
2018/6/4	17:05:13	-0.0001790	28.3
2018/6/4	17:05:18	-0.0001790	28.3
2018/6/4	17:05:23	-0.0001770	28.3
2018/6/4	17:05:28	-0.0001730	28.3
2018/6/4	17:05:33	-0.0001770	28.2
2018/6/4	17:05:38	-0.0001740	28.2
2018/6/4	17:05:43	-0.0001750	28.3
2018/6/4	17:05:48	-0.0001770	28.3
2018/6/4	17:05:53	-0.0001770	28.3
2018/6/4	17:05:58	-0.0001760	28.3
2018/6/4	17:06:03	-0.0001760	28.3
2018/6/4	17:06:08	-0.0001740	28.3
2018/6/4	17:06:13	-0.0001760	28.3
2018/6/4	17:06:18	-0.0001760	28.3
2018/6/4	17:06:23	-0.0001760	28.2
2018/6/4	17:06:28	-0.0001800	28.3
2018/6/4	17:06:33	-0.0001800	28.3
2018/6/4	17:06:38	-0.0001810	28.3
2018/6/4	17:06:43	-0.0001800	28.3
2018/6/4	17:06:48	-0.0001770	28.2
2018/6/4	17:06:53	-0.0001790	28.2
2018/6/4	17:06:58	-0.0001790	28.2
2018/6/4	17:07:03	-0.0001770	28.3
2018/6/4	17:07:08	-0.0001750	28.3
2018/6/4	17:07:13	-0.0001760	28.2
2018/6/4	17:07:18	-0.0001720	28.2
2018/6/4	17:07:23	-0.0001770	28.3
2018/6/4	17:07:28	-0.0001770	28.3
2018/6/4	17:07:33	-0.0001780	28.3
2018/6/4	17:07:38	-0.0001770	28.3
2018/6/4	17:07:43	-0.0001780	28.3
2018/6/4	17:07:48	-0.0001800	28.3
2018/6/4	17:07:53	-0.0001810	28.3
2018/6/4	17:07:58	-0.0001800	28.3
2018/6/4	17:08:03	-0.0001800	28.3
2018/6/4	17:08:08	-0.0001780	28.3
2018/6/4	17:08:13	-0.0001820	28.3
2018/6/4	17:08:18	-0.0001780	28.3
2018/6/4	17:08:23	-0.0001790	28.3
2018/6/4	17:08:28	-0.0001770	28.3
2018/6/4	17:08:33	-0.0001760	28.3
2018/6/4	17:08:38	-0.0001780	28.2
2018/6/4	17:08:43	-0.0001740	28.3
2018/6/4	17:08:48	-0.0001760	28.3
2018/6/4	17:08:53	-0.0001760	28.3
2018/6/4	17:08:58	-0.0001770	28.3
2018/6/4	17:09:03	-0.0001800	28.3
2018/6/4	17:09:08	-0.0001780	28.3
2018/6/4	17:09:13	-0.0001790	28.3
2018/6/4	17:09:18	-0.0001810	28.3
2018/6/4	17:09:23	-0.0001770	28.3
2018/6/4	17:09:28	-0.0001750	28.3
2018/6/4	17:09:33	-0.0001720	28.3
2018/6/4	17:09:38	-0.0001770	28.3
2018/6/4	17:09:43	-0.0001750	28.3
2018/6/4	17:09:48	-0.0001740	28.3
2018/6/4	17:09:53	-0.0001710	28.3
2018/6/4	17:09:58	-0.0001720	28.3
2018/6/4	17:10:03	-0.0001720	28.3
2018/6/4	17:10:08	-0.0001730	28.3
2018/6/4	17:10:13	-0.0001750	28.3
2018/6/4	17:10:18	-0.0001730	28.3
2018/6/4	17:10:23	-0.0001740	28.3
2018/6/4	17:10:28	-0.0001730	28.3
2018/6/4	17:10:33	-0.0001740	28.3
2018/6/4	17:10:38	-0.0001760	28.3
2018/6/4	17:10:43	-0.0001750	28.3
2018/6/4	17:10:48	-0.0001750	28.3
2018/6/4	17:10:53	-0.0001720	28.3
2018/6/4	17:10:58	-0.0001720	28.2
2018/6/4	17:11:03	-0.0001720	28.3
2018/6/4	17:11:08	-0.0001720	28.3
2018/6/4	17:11:13	-0.0001730	28.3
2018/6/4	17:11:18	-0.0001760	28.3
2018/6/4	17:11:23	-0.0001730	28.3
2018/6/4	17:11:28	-0.0001750	28.3
2018/6/4	17:11:33	-0.0001750	28.3
2018/6/4	17:11:38	-0.0001770	28.3
2018/6/4	17:11:43	-0.0001730	28.3
2018/6/4	17:11:48	-0.0001720	28.3
2018/6/4	17:11:53	-0.0001720	28.3
