日期	时间	磁场	温度
2018/6/3	5:14:53	-0.0002380	28.5
2018/6/3	5:14:58	-0.0002370	28.5
2018/6/3	5:15:03	-0.0002400	28.5
2018/6/3	5:15:08	-0.0002400	28.5
2018/6/3	5:15:13	-0.0002390	28.6
2018/6/3	5:15:18	-0.0002420	28.6
2018/6/3	5:15:23	-0.0002390	28.5
2018/6/3	5:15:28	-0.0002380	28.5
2018/6/3	5:15:33	-0.0002380	28.6
2018/6/3	5:15:38	-0.0002380	28.5
2018/6/3	5:15:43	-0.0002400	28.5
2018/6/3	5:15:48	-0.0002390	28.5
2018/6/3	5:15:53	-0.0002410	28.5
2018/6/3	5:15:58	-0.0002420	28.5
2018/6/3	5:16:03	-0.0002380	28.5
2018/6/3	5:16:08	-0.0002390	28.5
2018/6/3	5:16:13	-0.0002410	28.5
2018/6/3	5:16:18	-0.0002370	28.5
2018/6/3	5:16:23	-0.0002400	28.6
2018/6/3	5:16:28	-0.0002400	28.5
2018/6/3	5:16:33	-0.0002400	28.5
2018/6/3	5:16:38	-0.0002370	28.5
2018/6/3	5:16:43	-0.0002370	28.5
2018/6/3	5:16:48	-0.0002390	28.6
2018/6/3	5:16:53	-0.0002390	28.6
2018/6/3	5:16:58	-0.0002390	28.6
2018/6/3	5:17:03	-0.0002400	28.6
2018/6/3	5:17:08	-0.0002410	28.6
2018/6/3	5:17:13	-0.0002390	28.6
2018/6/3	5:17:18	-0.0002370	28.5
2018/6/3	5:17:23	-0.0002390	28.5
2018/6/3	5:17:28	-0.0002400	28.5
2018/6/3	5:17:33	-0.0002390	28.5
2018/6/3	5:17:38	-0.0002400	28.6
2018/6/3	5:17:43	-0.0002380	28.6
2018/6/3	5:17:48	-0.0002410	28.5
2018/6/3	5:17:53	-0.0002430	28.5
2018/6/3	5:17:58	-0.0002410	28.5
2018/6/3	5:18:03	-0.0002380	28.5
2018/6/3	5:18:08	-0.0002380	28.5
2018/6/3	5:18:13	-0.0002370	28.5
2018/6/3	5:18:18	-0.0002370	28.5
2018/6/3	5:18:23	-0.0002380	28.5
2018/6/3	5:18:28	-0.0002380	28.5
2018/6/3	5:18:33	-0.0002370	28.5
2018/6/3	5:18:38	-0.0002400	28.6
2018/6/3	5:18:43	-0.0002390	28.6
2018/6/3	5:18:48	-0.0002380	28.5
2018/6/3	5:18:53	-0.0002360	28.5
2018/6/3	5:18:58	-0.0002360	28.5
2018/6/3	5:19:03	-0.0002370	28.6
2018/6/3	5:19:08	-0.0002370	28.5
2018/6/3	5:19:13	-0.0002380	28.5
2018/6/3	5:19:18	-0.0002370	28.6
2018/6/3	5:19:23	-0.0002360	28.5
2018/6/3	5:19:28	-0.0002380	28.5
2018/6/3	5:19:33	-0.0002390	28.5
2018/6/3	5:19:38	-0.0002390	28.5
2018/6/3	5:19:43	-0.0002350	28.5
2018/6/3	5:19:48	-0.0002410	28.5
2018/6/3	5:19:53	-0.0002400	28.6
2018/6/3	5:19:58	-0.0002430	28.6
2018/6/3	5:20:03	-0.0002420	28.5
2018/6/3	5:20:08	-0.0002410	28.5
2018/6/3	5:20:13	-0.0002410	28.5
2018/6/3	5:20:18	-0.0002400	28.6
2018/6/3	5:20:23	-0.0002400	28.5
2018/6/3	5:20:28	-0.0002380	28.5
2018/6/3	5:20:33	-0.0002380	28.5
2018/6/3	5:20:38	-0.0002390	28.5
2018/6/3	5:20:43	-0.0002390	28.5
2018/6/3	5:20:48	-0.0002370	28.5
2018/6/3	5:20:53	-0.0002380	28.5
2018/6/3	5:20:58	-0.0002360	28.5
2018/6/3	5:21:03	-0.0002380	28.5
2018/6/3	5:21:08	-0.0002400	28.5
2018/6/3	5:21:13	-0.0002390	28.5
2018/6/3	5:21:18	-0.0002390	28.5
2018/6/3	5:21:23	-0.0002410	28.5
2018/6/3	5:21:28	-0.0002410	28.5
2018/6/3	5:21:33	-0.0002370	28.6
2018/6/3	5:21:38	-0.0002350	28.6
2018/6/3	5:21:43	-0.0002370	28.6
2018/6/3	5:21:48	-0.0002370	28.5
2018/6/3	5:21:53	-0.0002380	28.5
2018/6/3	5:21:58	-0.0002380	28.5
2018/6/3	5:22:03	-0.0002370	28.5
2018/6/3	5:22:08	-0.0002380	28.5
2018/6/3	5:22:13	-0.0002390	28.5
2018/6/3	5:22:18	-0.0002370	28.6
2018/6/3	5:22:23	-0.0002340	28.6
2018/6/3	5:22:28	-0.0002380	28.5
2018/6/3	5:22:33	-0.0002340	28.5
2018/6/3	5:22:38	-0.0002390	28.5
2018/6/3	5:22:43	-0.0002380	28.5
2018/6/3	5:22:48	-0.0002370	28.5
2018/6/3	5:22:53	-0.0002390	28.5
2018/6/3	5:22:58	-0.0002390	28.5
2018/6/3	5:23:03	-0.0002400	28.5
2018/6/3	5:23:08	-0.0002400	28.5
2018/6/3	5:23:13	-0.0002410	28.5
2018/6/3	5:23:18	-0.0002380	28.5
2018/6/3	5:23:23	-0.0002360	28.5
2018/6/3	5:23:28	-0.0002360	28.5
2018/6/3	5:23:33	-0.0002340	28.5
2018/6/3	5:23:38	-0.0002380	28.5
2018/6/3	5:23:43	-0.0002360	28.5
2018/6/3	5:23:48	-0.0002340	28.5
2018/6/3	5:23:53	-0.0002370	28.5
2018/6/3	5:23:58	-0.0002370	28.5
2018/6/3	5:24:03	-0.0002380	28.5
2018/6/3	5:24:08	-0.0002370	28.6
2018/6/3	5:24:13	-0.0002390	28.5
2018/6/3	5:24:18	-0.0002370	28.5
2018/6/3	5:24:23	-0.0002370	28.5
2018/6/3	5:24:28	-0.0002380	28.6
2018/6/3	5:24:33	-0.0002380	28.5
2018/6/3	5:24:38	-0.0002400	28.6
2018/6/3	5:24:43	-0.0002410	28.5
2018/6/3	5:24:48	-0.0002390	28.5
2018/6/3	5:24:53	-0.0002370	28.6
2018/6/3	5:24:58	-0.0002350	28.6
2018/6/3	5:25:03	-0.0002380	28.6
2018/6/3	5:25:08	-0.0002420	28.5
2018/6/3	5:25:13	-0.0002400	28.5
2018/6/3	5:25:18	-0.0002410	28.5
2018/6/3	5:25:23	-0.0002380	28.5
2018/6/3	5:25:28	-0.0002360	28.5
2018/6/3	5:25:33	-0.0002390	28.5
2018/6/3	5:25:38	-0.0002380	28.5
2018/6/3	5:25:43	-0.0002360	28.5
2018/6/3	5:25:48	-0.0002360	28.5
2018/6/3	5:25:53	-0.0002360	28.5
2018/6/3	5:25:58	-0.0002400	28.5
2018/6/3	5:26:03	-0.0002400	28.5
2018/6/3	5:26:08	-0.0002420	28.5
2018/6/3	5:26:13	-0.0002380	28.5
2018/6/3	5:26:18	-0.0002390	28.5
2018/6/3	5:26:23	-0.0002370	28.5
2018/6/3	5:26:28	-0.0002380	28.5
2018/6/3	5:26:33	-0.0002420	28.5
2018/6/3	5:26:38	-0.0002360	28.5
2018/6/3	5:26:43	-0.0002390	28.5
2018/6/3	5:26:48	-0.0002360	28.5
2018/6/3	5:26:53	-0.0002380	28.5
2018/6/3	5:26:58	-0.0002390	28.5
2018/6/3	5:27:03	-0.0002380	28.5
2018/6/3	5:27:08	-0.0002420	28.5
2018/6/3	5:27:13	-0.0002410	28.5
2018/6/3	5:27:18	-0.0002370	28.5
2018/6/3	5:27:23	-0.0002380	28.5
2018/6/3	5:27:28	-0.0002400	28.5
2018/6/3	5:27:33	-0.0002330	28.5
2018/6/3	5:27:38	-0.0002350	28.6
2018/6/3	5:27:43	-0.0002380	28.6
2018/6/3	5:27:48	-0.0002380	28.5
2018/6/3	5:27:53	-0.0002380	28.5
2018/6/3	5:27:58	-0.0002370	28.5
2018/6/3	5:28:03	-0.0002370	28.5
2018/6/3	5:28:08	-0.0002350	28.5
2018/6/3	5:28:13	-0.0002380	28.5
2018/6/3	5:28:18	-0.0002430	28.5
2018/6/3	5:28:23	-0.0002400	28.5
2018/6/3	5:28:28	-0.0002380	28.5
2018/6/3	5:28:33	-0.0002390	28.5
2018/6/3	5:28:38	-0.0002410	28.5
2018/6/3	5:28:43	-0.0002390	28.5
2018/6/3	5:28:48	-0.0002380	28.5
2018/6/3	5:28:53	-0.0002390	28.5
2018/6/3	5:28:58	-0.0002370	28.5
2018/6/3	5:29:03	-0.0002360	28.5
2018/6/3	5:29:08	-0.0002390	28.5
2018/6/3	5:29:13	-0.0002350	28.5
2018/6/3	5:29:18	-0.0002320	28.5
2018/6/3	5:29:23	-0.0002360	28.5
2018/6/3	5:29:28	-0.0002390	28.5
2018/6/3	5:29:33	-0.0002390	28.5
2018/6/3	5:29:38	-0.0002360	28.5
2018/6/3	5:29:43	-0.0002360	28.6
2018/6/3	5:29:48	-0.0002390	28.5
2018/6/3	5:29:53	-0.0002380	28.5
2018/6/3	5:29:58	-0.0002390	28.4
2018/6/3	5:30:03	-0.0002430	28.5
2018/6/3	5:30:08	-0.0002370	28.5
2018/6/3	5:30:13	-0.0002380	28.5
2018/6/3	5:30:18	-0.0002370	28.5
2018/6/3	5:30:23	-0.0002410	28.6
2018/6/3	5:30:28	-0.0002390	28.6
2018/6/3	5:30:33	-0.0002370	28.5
2018/6/3	5:30:38	-0.0002420	28.5
2018/6/3	5:30:43	-0.0002350	28.5
2018/6/3	5:30:48	-0.0002360	28.5
2018/6/3	5:30:53	-0.0002350	28.5
2018/6/3	5:30:58	-0.0002350	28.5
2018/6/3	5:31:03	-0.0002350	28.5
2018/6/3	5:31:08	-0.0002350	28.5
2018/6/3	5:31:13	-0.0002330	28.5
2018/6/3	5:31:18	-0.0002340	28.5
2018/6/3	5:31:23	-0.0002360	28.5
2018/6/3	5:31:28	-0.0002350	28.5
2018/6/3	5:31:33	-0.0002380	28.5
2018/6/3	5:31:38	-0.0002350	28.5
2018/6/3	5:31:43	-0.0002380	28.5
2018/6/3	5:31:48	-0.0002350	28.5
2018/6/3	5:31:53	-0.0002380	28.5
2018/6/3	5:31:58	-0.0002380	28.5
2018/6/3	5:32:03	-0.0002360	28.5
2018/6/3	5:32:08	-0.0002350	28.5
2018/6/3	5:32:13	-0.0002370	28.5
2018/6/3	5:32:18	-0.0002360	28.5
2018/6/3	5:32:23	-0.0002350	28.6
2018/6/3	5:32:28	-0.0002370	28.5
2018/6/3	5:32:33	-0.0002410	28.5
2018/6/3	5:32:38	-0.0002370	28.5
2018/6/3	5:32:43	-0.0002360	28.5
2018/6/3	5:32:48	-0.0002380	28.5
2018/6/3	5:32:53	-0.0002370	28.6
2018/6/3	5:32:58	-0.0002350	28.6
2018/6/3	5:33:03	-0.0002330	28.5
2018/6/3	5:33:08	-0.0002350	28.5
2018/6/3	5:33:13	-0.0002390	28.5
2018/6/3	5:33:18	-0.0002350	28.5
2018/6/3	5:33:23	-0.0002380	28.5
2018/6/3	5:33:28	-0.0002360	28.5
2018/6/3	5:33:33	-0.0002330	28.6
2018/6/3	5:33:38	-0.0002360	28.5
2018/6/3	5:33:43	-0.0002390	28.5
2018/6/3	5:33:48	-0.0002370	28.5
2018/6/3	5:33:53	-0.0002380	28.5
2018/6/3	5:33:58	-0.0002330	28.5
2018/6/3	5:34:03	-0.0002340	28.5
2018/6/3	5:34:08	-0.0002340	28.5
2018/6/3	5:34:13	-0.0002360	28.5
2018/6/3	5:34:18	-0.0002350	28.5
2018/6/3	5:34:23	-0.0002340	28.6
2018/6/3	5:34:28	-0.0002360	28.6
2018/6/3	5:34:33	-0.0002400	28.5
2018/6/3	5:34:38	-0.0002360	28.5
2018/6/3	5:34:43	-0.0002410	28.5
2018/6/3	5:34:48	-0.0002390	28.5
2018/6/3	5:34:53	-0.0002360	28.6
2018/6/3	5:34:58	-0.0002360	28.5
2018/6/3	5:35:03	-0.0002350	28.5
2018/6/3	5:35:08	-0.0002340	28.5
2018/6/3	5:35:13	-0.0002350	28.5
2018/6/3	5:35:18	-0.0002340	28.5
2018/6/3	5:35:23	-0.0002360	28.5
2018/6/3	5:35:28	-0.0002350	28.5
2018/6/3	5:35:33	-0.0002410	28.5
2018/6/3	5:35:38	-0.0002400	28.6
2018/6/3	5:35:43	-0.0002360	28.6
2018/6/3	5:35:48	-0.0002340	28.5
2018/6/3	5:35:53	-0.0002370	28.5
2018/6/3	5:35:58	-0.0002390	28.5
2018/6/3	5:36:03	-0.0002400	28.5
2018/6/3	5:36:08	-0.0002380	28.5
2018/6/3	5:36:13	-0.0002370	28.5
2018/6/3	5:36:18	-0.0002380	28.5
2018/6/3	5:36:23	-0.0002370	28.5
2018/6/3	5:36:28	-0.0002360	28.5
2018/6/3	5:36:33	-0.0002360	28.5
2018/6/3	5:36:38	-0.0002370	28.5
2018/6/3	5:36:43	-0.0002380	28.5
2018/6/3	5:36:48	-0.0002330	28.4
2018/6/3	5:36:53	-0.0002350	28.5
2018/6/3	5:36:58	-0.0002360	28.5
2018/6/3	5:37:03	-0.0002360	28.5
2018/6/3	5:37:08	-0.0002400	28.5
2018/6/3	5:37:13	-0.0002350	28.5
2018/6/3	5:37:18	-0.0002340	28.5
2018/6/3	5:37:23	-0.0002330	28.4
2018/6/3	5:37:28	-0.0002340	28.5
2018/6/3	5:37:33	-0.0002340	28.5
2018/6/3	5:37:38	-0.0002410	28.5
2018/6/3	5:37:43	-0.0002370	28.5
2018/6/3	5:37:48	-0.0002360	28.5
2018/6/3	5:37:53	-0.0002410	28.5
2018/6/3	5:37:58	-0.0002400	28.5
2018/6/3	5:38:03	-0.0002390	28.5
2018/6/3	5:38:08	-0.0002410	28.5
2018/6/3	5:38:13	-0.0002410	28.5
2018/6/3	5:38:18	-0.0002410	28.5
2018/6/3	5:38:23	-0.0002420	28.5
2018/6/3	5:38:28	-0.0002410	28.5
2018/6/3	5:38:33	-0.0002400	28.5
2018/6/3	5:38:38	-0.0002380	28.5
2018/6/3	5:38:43	-0.0002360	28.5
2018/6/3	5:38:48	-0.0002370	28.4
2018/6/3	5:38:53	-0.0002410	28.4
2018/6/3	5:38:58	-0.0002380	28.5
2018/6/3	5:39:03	-0.0002440	28.5
2018/6/3	5:39:08	-0.0002430	28.5
2018/6/3	5:39:13	-0.0002420	28.5
2018/6/3	5:39:18	-0.0002410	28.4
2018/6/3	5:39:23	-0.0002440	28.5
2018/6/3	5:39:28	-0.0002440	28.5
2018/6/3	5:39:33	-0.0002390	28.5
2018/6/3	5:39:38	-0.0002410	28.5
2018/6/3	5:39:43	-0.0002420	28.5
2018/6/3	5:39:48	-0.0002390	28.5
2018/6/3	5:39:53	-0.0002340	28.5
2018/6/3	5:39:58	-0.0002370	28.5
2018/6/3	5:40:03	-0.0002360	28.5
2018/6/3	5:40:08	-0.0002390	28.5
2018/6/3	5:40:13	-0.0002430	28.5
2018/6/3	5:40:18	-0.0002410	28.5
2018/6/3	5:40:23	-0.0002340	28.5
2018/6/3	5:40:28	-0.0002320	28.5
2018/6/3	5:40:33	-0.0002350	28.5
2018/6/3	5:40:38	-0.0002350	28.5
2018/6/3	5:40:43	-0.0002340	28.5
2018/6/3	5:40:48	-0.0002330	28.5
2018/6/3	5:40:53	-0.0002340	28.4
2018/6/3	5:40:58	-0.0002410	28.5
2018/6/3	5:41:03	-0.0002330	28.5
2018/6/3	5:41:08	-0.0002350	28.5
2018/6/3	5:41:13	-0.0002360	28.4
2018/6/3	5:41:18	-0.0002380	28.4
2018/6/3	5:41:23	-0.0002370	28.5
2018/6/3	5:41:28	-0.0002390	28.5
2018/6/3	5:41:33	-0.0002370	28.4
2018/6/3	5:41:38	-0.0002380	28.5
2018/6/3	5:41:43	-0.0002380	28.5
2018/6/3	5:41:48	-0.0002390	28.5
2018/6/3	5:41:53	-0.0002390	28.5
2018/6/3	5:41:58	-0.0002380	28.5
2018/6/3	5:42:03	-0.0002340	28.5
2018/6/3	5:42:08	-0.0002360	28.5
2018/6/3	5:42:13	-0.0002330	28.4
2018/6/3	5:42:18	-0.0002350	28.5
2018/6/3	5:42:23	-0.0002360	28.6
2018/6/3	5:42:28	-0.0002370	28.5
2018/6/3	5:42:33	-0.0002360	28.5
2018/6/3	5:42:38	-0.0002360	28.4
2018/6/3	5:42:43	-0.0002380	28.5
2018/6/3	5:42:48	-0.0002390	28.5
2018/6/3	5:42:53	-0.0002350	28.5
2018/6/3	5:42:58	-0.0002360	28.4
2018/6/3	5:43:03	-0.0002360	28.5
2018/6/3	5:43:08	-0.0002340	28.5
2018/6/3	5:43:13	-0.0002370	28.5
2018/6/3	5:43:18	-0.0002380	28.4
2018/6/3	5:43:23	-0.0002340	28.4
2018/6/3	5:43:28	-0.0002320	28.4
2018/6/3	5:43:33	-0.0002350	28.5
2018/6/3	5:43:38	-0.0002350	28.5
2018/6/3	5:43:43	-0.0002350	28.5
2018/6/3	5:43:48	-0.0002360	28.5
2018/6/3	5:43:53	-0.0002360	28.5
2018/6/3	5:43:58	-0.0002360	28.4
2018/6/3	5:44:03	-0.0002350	28.4
2018/6/3	5:44:08	-0.0002380	28.5
2018/6/3	5:44:13	-0.0002410	28.5
2018/6/3	5:44:18	-0.0002390	28.5
2018/6/3	5:44:23	-0.0002380	28.5
2018/6/3	5:44:28	-0.0002370	28.5
2018/6/3	5:44:33	-0.0002380	28.5
2018/6/3	5:44:38	-0.0002360	28.4
2018/6/3	5:44:43	-0.0002360	28.4
2018/6/3	5:44:48	-0.0002340	28.4
2018/6/3	5:44:53	-0.0002370	28.5
2018/6/3	5:44:58	-0.0002360	28.5
2018/6/3	5:45:03	-0.0002370	28.5
2018/6/3	5:45:08	-0.0002390	28.5
2018/6/3	5:45:13	-0.0002370	28.5
2018/6/3	5:45:18	-0.0002360	28.4
2018/6/3	5:45:23	-0.0002380	28.5
2018/6/3	5:45:28	-0.0002400	28.4
2018/6/3	5:45:33	-0.0002390	28.5
2018/6/3	5:45:38	-0.0002380	28.5
2018/6/3	5:45:43	-0.0002370	28.5
2018/6/3	5:45:48	-0.0002370	28.5
2018/6/3	5:45:53	-0.0002370	28.5
2018/6/3	5:45:58	-0.0002370	28.4
2018/6/3	5:46:03	-0.0002370	28.4
2018/6/3	5:46:08	-0.0002380	28.4
2018/6/3	5:46:13	-0.0002380	28.5
2018/6/3	5:46:18	-0.0002390	28.5
2018/6/3	5:46:23	-0.0002380	28.5
2018/6/3	5:46:28	-0.0002390	28.5
2018/6/3	5:46:33	-0.0002380	28.5
2018/6/3	5:46:38	-0.0002360	28.4
2018/6/3	5:46:43	-0.0002370	28.4
2018/6/3	5:46:48	-0.0002360	28.4
2018/6/3	5:46:53	-0.0002410	28.4
2018/6/3	5:46:58	-0.0002410	28.5
2018/6/3	5:47:03	-0.0002400	28.5
2018/6/3	5:47:08	-0.0002390	28.5
2018/6/3	5:47:13	-0.0002390	28.5
2018/6/3	5:47:18	-0.0002380	28.4
2018/6/3	5:47:23	-0.0002370	28.4
2018/6/3	5:47:28	-0.0002380	28.5
2018/6/3	5:47:33	-0.0002380	28.4
2018/6/3	5:47:38	-0.0002390	28.5
2018/6/3	5:47:43	-0.0002390	28.5
2018/6/3	5:47:48	-0.0002420	28.5
2018/6/3	5:47:53	-0.0002400	28.4
2018/6/3	5:47:58	-0.0002390	28.4
2018/6/3	5:48:03	-0.0002390	28.4
2018/6/3	5:48:08	-0.0002400	28.4
2018/6/3	5:48:13	-0.0002390	28.4
2018/6/3	5:48:18	-0.0002380	28.5
2018/6/3	5:48:23	-0.0002400	28.5
2018/6/3	5:48:28	-0.0002400	28.5
2018/6/3	5:48:33	-0.0002350	28.5
2018/6/3	5:48:38	-0.0002370	28.5
2018/6/3	5:48:43	-0.0002390	28.4
2018/6/3	5:48:48	-0.0002400	28.5
2018/6/3	5:48:53	-0.0002400	28.5
2018/6/3	5:48:58	-0.0002370	28.5
2018/6/3	5:49:03	-0.0002430	28.5
2018/6/3	5:49:08	-0.0002420	28.4
2018/6/3	5:49:13	-0.0002380	28.4
2018/6/3	5:49:18	-0.0002390	28.4
2018/6/3	5:49:23	-0.0002390	28.4
2018/6/3	5:49:28	-0.0002410	28.5
2018/6/3	5:49:33	-0.0002370	28.5
2018/6/3	5:49:38	-0.0002340	28.5
2018/6/3	5:49:43	-0.0002380	28.5
2018/6/3	5:49:48	-0.0002400	28.5
2018/6/3	5:49:53	-0.0002380	28.4
2018/6/3	5:49:58	-0.0002340	28.4
2018/6/3	5:50:03	-0.0002350	28.4
2018/6/3	5:50:08	-0.0002370	28.5
2018/6/3	5:50:13	-0.0002380	28.5
2018/6/3	5:50:18	-0.0002360	28.5
2018/6/3	5:50:23	-0.0002360	28.5
2018/6/3	5:50:28	-0.0002360	28.5
2018/6/3	5:50:33	-0.0002380	28.4
2018/6/3	5:50:38	-0.0002380	28.4
2018/6/3	5:50:43	-0.0002360	28.5
2018/6/3	5:50:48	-0.0002380	28.5
2018/6/3	5:50:53	-0.0002360	28.5
2018/6/3	5:50:58	-0.0002370	28.5
2018/6/3	5:51:03	-0.0002390	28.4
2018/6/3	5:51:08	-0.0002380	28.4
2018/6/3	5:51:13	-0.0002390	28.5
2018/6/3	5:51:18	-0.0002390	28.5
2018/6/3	5:51:23	-0.0002380	28.4
2018/6/3	5:51:28	-0.0002370	28.4
2018/6/3	5:51:33	-0.0002380	28.4
2018/6/3	5:51:38	-0.0002340	28.5
2018/6/3	5:51:43	-0.0002340	28.5
2018/6/3	5:51:48	-0.0002370	28.4
2018/6/3	5:51:53	-0.0002370	28.4
2018/6/3	5:51:58	-0.0002360	28.5
2018/6/3	5:52:03	-0.0002390	28.5
2018/6/3	5:52:08	-0.0002400	28.5
2018/6/3	5:52:13	-0.0002440	28.5
2018/6/3	5:52:18	-0.0002410	28.5
2018/6/3	5:52:23	-0.0002400	28.5
2018/6/3	5:52:28	-0.0002400	28.5
2018/6/3	5:52:33	-0.0002400	28.5
2018/6/3	5:52:38	-0.0002410	28.5
2018/6/3	5:52:43	-0.0002430	28.5
2018/6/3	5:52:48	-0.0002390	28.5
2018/6/3	5:52:53	-0.0002410	28.5
2018/6/3	5:52:58	-0.0002380	28.5
2018/6/3	5:53:03	-0.0002370	28.4
2018/6/3	5:53:08	-0.0002350	28.4
2018/6/3	5:53:13	-0.0002400	28.5
2018/6/3	5:53:18	-0.0002410	28.5
2018/6/3	5:53:23	-0.0002410	28.5
2018/6/3	5:53:28	-0.0002340	28.5
2018/6/3	5:53:33	-0.0002340	28.5
2018/6/3	5:53:38	-0.0002380	28.5
2018/6/3	5:53:43	-0.0002390	28.5
2018/6/3	5:53:48	-0.0002380	28.5
2018/6/3	5:53:53	-0.0002380	28.5
2018/6/3	5:53:58	-0.0002360	28.5
2018/6/3	5:54:03	-0.0002360	28.5
2018/6/3	5:54:08	-0.0002400	28.5
2018/6/3	5:54:13	-0.0002400	28.4
2018/6/3	5:54:18	-0.0002380	28.5
2018/6/3	5:54:23	-0.0002420	28.5
2018/6/3	5:54:28	-0.0002390	28.5
2018/6/3	5:54:33	-0.0002380	28.5
2018/6/3	5:54:38	-0.0002370	28.5
2018/6/3	5:54:43	-0.0002400	28.5
2018/6/3	5:54:48	-0.0002370	28.5
2018/6/3	5:54:53	-0.0002350	28.5
2018/6/3	5:54:58	-0.0002370	28.5
2018/6/3	5:55:03	-0.0002360	28.4
2018/6/3	5:55:08	-0.0002370	28.4
2018/6/3	5:55:13	-0.0002360	28.5
2018/6/3	5:55:18	-0.0002410	28.4
2018/6/3	5:55:23	-0.0002410	28.4
2018/6/3	5:55:28	-0.0002420	28.5
2018/6/3	5:55:33	-0.0002430	28.5
2018/6/3	5:55:38	-0.0002410	28.5
2018/6/3	5:55:43	-0.0002410	28.5
2018/6/3	5:55:48	-0.0002380	28.4
2018/6/3	5:55:53	-0.0002350	28.4
2018/6/3	5:55:58	-0.0002390	28.4
2018/6/3	5:56:03	-0.0002350	28.5
2018/6/3	5:56:08	-0.0002380	28.4
2018/6/3	5:56:13	-0.0002380	28.4
2018/6/3	5:56:18	-0.0002380	28.5
2018/6/3	5:56:23	-0.0002390	28.5
2018/6/3	5:56:28	-0.0002370	28.5
2018/6/3	5:56:33	-0.0002380	28.5
2018/6/3	5:56:38	-0.0002390	28.5
2018/6/3	5:56:43	-0.0002390	28.5
2018/6/3	5:56:48	-0.0002380	28.5
2018/6/3	5:56:53	-0.0002380	28.5
2018/6/3	5:56:58	-0.0002390	28.5
2018/6/3	5:57:03	-0.0002400	28.4
2018/6/3	5:57:08	-0.0002390	28.5
2018/6/3	5:57:13	-0.0002400	28.5
2018/6/3	5:57:18	-0.0002360	28.5
2018/6/3	5:57:23	-0.0002380	28.5
2018/6/3	5:57:28	-0.0002370	28.4
2018/6/3	5:57:33	-0.0002370	28.4
2018/6/3	5:57:38	-0.0002370	28.4
2018/6/3	5:57:43	-0.0002360	28.4
2018/6/3	5:57:48	-0.0002370	28.4
2018/6/3	5:57:53	-0.0002370	28.5
2018/6/3	5:57:58	-0.0002360	28.5
2018/6/3	5:58:03	-0.0002350	28.5
2018/6/3	5:58:08	-0.0002310	28.5
2018/6/3	5:58:13	-0.0002340	28.5
2018/6/3	5:58:18	-0.0002360	28.4
2018/6/3	5:58:23	-0.0002370	28.4
2018/6/3	5:58:28	-0.0002370	28.4
2018/6/3	5:58:33	-0.0002330	28.5
2018/6/3	5:58:38	-0.0002350	28.5
2018/6/3	5:58:43	-0.0002370	28.5
2018/6/3	5:58:48	-0.0002360	28.5
2018/6/3	5:58:53	-0.0002350	28.5
2018/6/3	5:58:58	-0.0002340	28.5
2018/6/3	5:59:03	-0.0002370	28.4
2018/6/3	5:59:08	-0.0002380	28.4
2018/6/3	5:59:13	-0.0002410	28.5
2018/6/3	5:59:18	-0.0002360	28.5
2018/6/3	5:59:23	-0.0002350	28.4
2018/6/3	5:59:28	-0.0002360	28.4
2018/6/3	5:59:33	-0.0002380	28.4
2018/6/3	5:59:38	-0.0002390	28.5
2018/6/3	5:59:43	-0.0002390	28.4
2018/6/3	5:59:48	-0.0002370	28.4
2018/6/3	5:59:53	-0.0002330	28.4
2018/6/3	5:59:58	-0.0002360	28.5
2018/6/3	6:00:03	-0.0002370	28.5
2018/6/3	6:00:08	-0.0002340	28.5
2018/6/3	6:00:13	-0.0002340	28.5
2018/6/3	6:00:18	-0.0002370	28.5
2018/6/3	6:00:23	-0.0002390	28.5
2018/6/3	6:00:28	-0.0002400	28.6
2018/6/3	6:00:33	-0.0002390	28.5
2018/6/3	6:00:38	-0.0002380	28.5
2018/6/3	6:00:43	-0.0002370	28.5
2018/6/3	6:00:48	-0.0002350	28.5
2018/6/3	6:00:53	-0.0002380	28.4
2018/6/3	6:00:58	-0.0002380	28.4
2018/6/3	6:01:03	-0.0002350	28.4
2018/6/3	6:01:08	-0.0002350	28.4
2018/6/3	6:01:13	-0.0002340	28.5
2018/6/3	6:01:18	-0.0002350	28.5
2018/6/3	6:01:23	-0.0002360	28.5
2018/6/3	6:01:28	-0.0002360	28.5
2018/6/3	6:01:33	-0.0002350	28.4
2018/6/3	6:01:38	-0.0002370	28.4
2018/6/3	6:01:43	-0.0002380	28.4
2018/6/3	6:01:48	-0.0002360	28.5
2018/6/3	6:01:53	-0.0002380	28.5
2018/6/3	6:01:58	-0.0002410	28.5
2018/6/3	6:02:03	-0.0002370	28.5
2018/6/3	6:02:08	-0.0002360	28.5
2018/6/3	6:02:13	-0.0002380	28.4
2018/6/3	6:02:18	-0.0002370	28.4
2018/6/3	6:02:23	-0.0002340	28.4
2018/6/3	6:02:28	-0.0002340	28.4
2018/6/3	6:02:33	-0.0002350	28.5
2018/6/3	6:02:38	-0.0002340	28.5
2018/6/3	6:02:43	-0.0002370	28.5
2018/6/3	6:02:48	-0.0002340	28.5
2018/6/3	6:02:53	-0.0002390	28.5
2018/6/3	6:02:58	-0.0002370	28.4
2018/6/3	6:03:03	-0.0002390	28.5
2018/6/3	6:03:08	-0.0002380	28.4
2018/6/3	6:03:13	-0.0002390	28.4
2018/6/3	6:03:18	-0.0002380	28.5
